sample,library,date,fastq_R1,notes
A-250521-H7-2-3-1,A,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/2_3_A-1_S1_R1_001.fastq.gz
A-250521-H7-2-3-2,A,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/2_3_A-2_S2_R1_001.fastq.gz
B-250521-H7-2-3-1,B,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/2_3_B-1_S7_R1_001.fastq.gz
B-250521-H7-2-3-2,B,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/2_3_B-2_S8_R1_001.fastq.gz
A-250521-H7-2-6-1,A,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/2_6_A-1_S3_R1_001.fastq.gz
A-250521-H7-2-6-2,A,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/2_6_A-2_S4_R1_001.fastq.gz
B-250521-H7-2-6-1,B,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/2_6_B-1_S9_R1_001.fastq.gz
B-250521-H7-2-6-2,B,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/2_6_B-2_S10_R1_001.fastq.gz
A-250521-H7-mix-1,A,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/MIX_A-1_S5_R1_001.fastq.gz
A-250521-H7-mix-2,A,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/MIX_A-2_S6_R1_001.fastq.gz
B-250521-H7-mix-1,B,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/MIX_B-1_S11_R1_001.fastq.gz
B-250521-H7-mix-2,B,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/MIX_B-2_S12_R1_001.fastq.gz
A-250521-H7-mix-VSVG-1,A,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/MIX_VSVG_A-1_S13_R1_001.fastq.gz
A-250521-H7-mix-VSVG-2,A,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/MIX_VSVG_A-2_S14_R1_001.fastq.gz
B-250521-H7-mix-VSVG-1,B,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/MIX_VSVG_B-1_S15_R1_001.fastq.gz
B-250521-H7-mix-VSVG-2,B,20250521,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/250520_VH00699_566_222CHFLNX/Unaligned/Project_jahn2/MIX_VSVG_B-2_S16_R1_001.fastq.gz
A-250724-H7-mix-pH-media,A,20250724,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/20250724_LH00740_0110_B233MCLLT3/Unaligned/H7_pH_sel_V2/mix_Lib_A_pH7-0_IGM_S37_L002_R1_001.fastq.gz
A-250724-H7-mix-pH-6.1,A,20250724,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/20250724_LH00740_0110_B233MCLLT3/Unaligned/H7_pH_sel_V2/mix_Lib_A_pH6-1_S38_L002_R1_001.fastq.gz
A-250724-H7-mix-pH-5.9,A,20250724,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/20250724_LH00740_0110_B233MCLLT3/Unaligned/H7_pH_sel_V2/mix_Lib_A_pH5-9_S39_L002_R1_001.fastq.gz
A-250724-H7-mix-pH-5.7,A,20250724,/fh/fast/bloom_j/SR/ngs/illumina/jahn2/20250724_LH00740_0110_B233MCLLT3/Unaligned/H7_pH_sel_V2/mix_Lib_A_pH5-7_S40_L002_R1_001.fastq.gz
